roi_number,Area,Biovolume
1367,409,4846.692066
1368,334,3685.873581
1369,289,2034.055542
1370,450,6403.351226
1371,432,5593.60572
1372,405,3667.945313
1373,1137,22549.56667
1374,668,7067.798072
1375,583,8296.1608
1376,630,9751.503597
1377,666,11352.14505
1378,809,15771.58052
1379,448,5899.911003
1380,376,2444.159084
1381,548,7478.561312
1382,428,5993.373385
1383,458,5544.911034
1384,363,4253.716453
1385,601,9195.441697
1386,488,7008.89321
1387,703,9694.169531
1388,399,4592.223061
1389,361,4561.592533
1390,613,9045.430648
1391,369,4263.141231
1392,2072,53150.24991
1393,285,3094.468764
1394,403,5093.30709
1395,520,6532.156525
1396,384,3959.97754
1397,497,7322.267077
1398,558,7939.590034
1399,730,8783.107661
1400,20600,2010458.292
1401,404,4846.692066
1402,356,3598.694385
1403,618,9912.51022
1404,417,5304.579196
1405,569,8025.198434
1406,476,4340.895649
1407,337,3778.550564
1408,464,6288.683094
1409,845,8924.275391
1410,478,6451.260514
1411,487,5918.760559
1412,640,10024.82216
1413,796,8679.435104
1414,485,6479.534848
1415,488,5914.04817
1416,807,14754.4899
1417,452,5723.196417
1418,606,6209.057617
1419,308,3831.957639
1420,425,5416.105735
1421,430,5780.530483
1422,475,6042.853469
1423,370,4377.809363
1424,636,10704.19157
1425,492,6840.818003
1426,1024,14247.99805
1427,635,6401.78043
1428,847,12972.42146
1429,442,4738.30712
1430,473,6459.114496
1431,496,5793.882251
1432,449,5785.242872
1433,694,9431.061146
1434,515,7371.747162
1435,448,6021.647719
1436,419,4955.862411
1437,939,12849.89935
1438,621,8066.824536
1439,458,6562.787053
1440,547,6496.813608
1441,533,7697.687399
1442,3927,198009.0872
1443,496,5841.791539
1444,419,4736.736323
1445,480,5798.59464
1446,511,6548.649886
1447,374,4530.962005
1448,444,5473.439801
1449,436,5061.105765
1450,317,3346.581574
1451,654,9901.514646
1452,434,5789.955261
1453,522,7401.592292
1454,768,13681.63601
1455,551,7532.753785
1456,530,7818.638717
1457,440,5281.802649
1458,407,5061.891163
1459,487,6618.550323
1460,525,5669.458008
1461,564,8305.585578
1462,563,7734.601113
1463,457,6594.20298
1464,453,6243.915399
1465,380,4445.353605
1466,639,10652.35529
1467,566,8640.950594
1468,483,6766.205178
1469,486,5094.227539
1470,352,3792.687731
1471,285,2865.1325
1472,476,6549.435285
1473,363,4388.019539
1474,411,4903.240734
1475,482,6789.767123
1476,427,4732.809333
1477,379,5409.822549
1478,342,3700.796146
1479,425,5488.362366
1480,422,4577.300496
1481,486,6118.251693
1482,459,4307.377441
1483,515,6404.136624
1484,463,5969.81144
1485,399,4907.167725
1486,517,7253.152039
1487,476,6462.256088
1488,607,8347.211681
1489,556,8280.452837
1490,651,7895.918457
1491,614,8333.859912
1492,451,5499.35794
1493,467,6597.344573
1494,420,5065.818154
1495,426,5320.287159
1496,441,5688.638897
1497,405,6367.222911
1498,438,6100.972933
1499,463,6077.410988
1500,516,7493.483877
1501,359,3561.780671
1502,647,6493.672015
1503,373,4485.408911
1504,3208,134108.3072
1505,1141,24648.15056
1506,433,6273.760529
1507,653,7285.703125
1508,438,4804.280566
1509,577,8509.7891
1510,462,6175.585759
1511,348,3992.964263
1512,444,5390.972994
1513,568,5692.848633
1514,1379,29256.08159
1515,764,8743.837753
1516,397,4545.099172
1517,725,9394.932831
1518,495,6474.037061
1519,299,2733.971007
1520,453,5473.439801
1521,618,7634.070148
1522,505,7422.798042
1523,440,5757.753936
1524,451,6040.497275
1525,1531,23993.05859
1526,731,13328.20683
1527,415,5059.534969
1528,478,6775.629956
1529,608,8724.202799
1530,464,5981.592412
1531,456,6312.245039
1532,453,5654.081378
1533,357,4086.426644
1534,642,6841.603401
1535,428,3872.798344
1536,391,4645.630136
1537,541,7553.959536
1538,376,4387.234141
1539,548,8487.012554
1540,839,15991.492
1541,567,7987.499322
1542,451,6594.988378
1543,380,4739.092518
1544,403,4927.588077
1545,574,8322.864338
1546,450,5473.439801
1547,418,5435.740689
1548,444,5340.707511
1550,394,4820.773927
1551,889,13924.32404
1552,390,5233.893361
1553,644,9959.63411
1554,327,3349.723167
1555,353,4072.289477
1556,823,10328.77125
1557,343,3891.6479
1558,587,8833.373144
1559,498,6567.499442
1560,391,2552.544031
1561,768,9496.249194
1562,354,4196.382387
1563,469,6498.384404
1564,443,5592.034923
1565,542,7616.791389
1566,475,6309.888845
1567,665,11389.84417
1568,427,5352.488484
1569,503,6858.096763
1570,780,10736.39289
1571,427,4892.24516
1572,6278,320886.986
1573,403,4593.00846
1574,365,3487.167845
1575,913,15082.78633
1576,576,7856.337828
1577,361,3657.599247
1578,489,6622.477314
1579,530,7982.786933
1580,520,6935.065783
1581,486,6814.114466
1582,411,5135.71859
1583,499,6776.415354
1584,479,6330.309197
1585,387,4567.09032
1586,612,9595.209362
1587,434,5343.849104
1588,512,6917.787023
1589,331,2705.417236
1590,458,6249.413186
1591,681,8103.73825
1592,859,13918.04085
1593,466,6485.818033
1594,479,6587.919795
1595,502,9197.797892
1596,484,6898.937467
1597,16623,1507375.425
1598,332,3888.506307
1599,333,1579.09021
1600,330,3546.072708
1601,582,7924.667469
1602,715,8431.249284
1603,830,14585.62929
1604,679,11393.77116
1605,516,7648.992713
1606,457,5621.880054
1607,475,6687.665361
1608,788,11390.62956
1609,526,4227.606934
1610,438,5424.745115
1611,360,4437.499623
1612,499,7008.89321
1613,479,6509.379978
1614,387,5178.915489
1615,585,8926.835525
1616,274,2638.152431
1617,613,9191.514706
1618,448,6562.787053
1619,401,5192.267258
1620,990,18941.44751
1621,469,6686.879963
1622,606,6884.014902
1623,385,4986.492939
1624,355,2931.2771
1625,408,5149.070359
1626,332,3713.362517
1627,563,8519.213878
1628,634,10429.30221
1629,441,5921.902152
1630,628,8530.209453
1631,394,4978.638958
1632,598,7748.73828
1633,914,11578.33972
1634,858,11528.07424
1635,529,7270.430799
1636,453,5726.338009
1637,366,4363.672196
1638,371,4578.085894
1639,426,5611.669877
1640,416,4812.919945
1641,506,7174.612223
1642,338,3839.026223
1643,433,4062.911377
1644,2118,55022.63913
1645,459,5649.368989
1646,320,3565.707662
1647,402,3701.324707
1648,501,3967.990967
1649,701,11465.24239
1650,463,5883.417642
1651,665,5142.001776
1652,637,11289.3132
1653,474,4484.630371
1654,713,13032.89712
1655,456,5928.185337
1656,1440,28585.35156
1657,700,6288.633789
1658,399,5255.099111
1659,675,7165.972843
1660,411,3100.015869
1661,610,4737.778809
1662,2592,73909.89417
1663,444,6510.165376
1664,1435,36875.22917
1665,425,5083.096914
1666,452,5125.508414
1667,328,3091.327171
1668,504,7257.864428
1669,615,9559.866445
1670,421,6063.273821
1671,511,7538.251572
1672,380,6005.939756
1673,339,4292.986361
1674,426,5270.807075
1675,369,3047.476807
1676,405,4998.273912
1677,532,7408.660875
1678,598,9247.277976
1679,553,9316.393014
1680,401,4693.539424
1681,374,4082.499653
1682,524,7919.95508
1683,460,5651.725184
1684,469,6280.829113
1685,438,6305.176456
1686,576,7766.802438
1687,443,4787.001806
1688,2184,22417.06836
1689,478,6463.041487
1690,457,4804.280566
1691,476,6406.492819
1692,538,1160.033087
1693,519,6524.302543
1694,414,5170.27611
1695,735,12926.86837
1696,597,9208.793466
1697,470,6267.477344
1698,528,7109.424175
1699,431,5477.366792
1700,840,13588.17362
1701,398,4437.499623
1702,465,6133.174258
1703,533,7816.282522
1704,630,9077.631973
1705,534,6971.194098
1706,646,6310.900391
1707,471,6324.026012
1708,617,9556.724852
1709,507,5084.690918
1710,423,5111.371247
1711,692,9509.600962
1712,567,5645.441999
1713,523,7262.576817
1714,506,4957.902344
1715,1611,38314.07861
1716,624,8805.884208
1717,397,4981.78055
1718,1050,18640.64001
1719,373,4340.110251
1720,554,7495.054673
1721,447,5720.840222
1722,523,7619.147583
1723,569,9219.78904
1724,362,3914.424446
1725,386,4568.661116
1726,550,7908.174107
1727,484,6484.247237
1728,345,4274.136805
1729,364,4662.908896
1730,328,3723.572693
1731,583,8758.760318
1732,486,6185.010537
1733,536,7691.404214
1734,436,5662.720758
1735,552,8292.233809
1736,334,3615.973144
1737,450,5134.933192
1738,437,5438.096883
1739,355,2877.12207
1740,397,4648.771729
1741,1045,14828.31732
1742,541,8516.072286
1743,461,6799.191901
1744,510,7406.304681
1745,624,9545.729278
1746,566,9279.479301
1747,397,4897.742947
1748,443,5797.809242
1749,417,5194.623453
1750,545,8178.351075
1751,561,8540.419629
1752,915,14576.98991
1753,366,2195.037842
1754,391,4385.663344
1755,765,14394.77754
1756,342,3885.364714
1757,435,5055.607978
1758,558,6428.882813
1759,522,5149.855757
1760,551,9035.220472
1761,405,5255.099111
1762,526,7405.519283
1763,900,10754.61426
1764,403,5001.415505
1765,483,6878.517115
1766,634,9010.08773
1767,556,7856.337828
1768,538,8009.49047
1769,420,5398.041577
1770,8115,76780.40625
1771,504,6935.851181
1772,466,6104.899924
1773,538,7728.317928
1774,470,5813.517205
1775,423,5315.57477
1776,474,5866.924281
1777,572,7891.680746
1778,2705,27814.39063
1779,500,6792.908715
1780,371,4168.893451
1781,409,4636.990757
1782,609,8184.634261
1783,600,8596.182898
1784,512,7776.227216
1785,304,2296.745605
1786,465,5915.618967
1787,484,5727.908806
1788,375,4801.138973
1789,1139,26204.02432
1790,348,3177.9646
1791,355,2523.68042
1792,434,5171.846906
1793,520,7270.430799
1794,399,4679.402258
1795,314,3070.121421
1796,484,7040.309137
1797,425,4816.061538
1798,444,5595.961914
1799,454,5798.59464
1800,355,3869.656751
1801,731,13303.07409
1802,512,7273.572391
1803,457,6084.479572
1804,447,5134.147794
1805,1392,33468.17194
1806,354,4932.300466
1807,450,5973.738431
1808,448,6237.632214
1809,550,7374.103356
1810,488,6344.446364
1811,511,6569.070239
1812,472,5998.871172
1813,436,5950.176486
1814,341,3995.320457
1815,526,7436.935209
1816,398,5119.225229
1817,796,9921.934998
1818,532,7465.994941
1819,489,6534.512719
1820,415,5433.384494
1821,416,5065.032756
1822,370,4168.893451
1823,675,11045.83977
1824,455,5422.38892
1825,473,4848.982422
1826,694,10586.38184
1827,427,5810.375613
1828,351,4907.167725
1829,562,8501.149721
1830,481,5238.60575
1831,413,4997.488514
1832,458,6006.725154
1833,630,9479.755832
1834,421,5268.45088
1835,537,8100.596657
1836,359,4183.816016
1837,434,5864.568086
1838,479,3662.789307
1839,476,6294.96628
1840,731,12411.64718
1841,536,7695.331205
1842,777,10883.26235
1843,518,7010.464006
1844,487,7028.528164
1845,351,5036.758422
1846,386,4714.745175
1847,352,3280.608129
1848,705,11824.95475
1849,307,2952.311696
1850,550,8107.665241
1851,490,6758.351196
1852,636,10590.30884
1853,451,6129.247267
1854,440,5231.537166
1855,481,6539.225108
1856,504,6115.1101
1857,317,3385.851482
1858,486,4592.096191
1859,665,11873.64943
1860,2062,60100.23826
1861,441,5797.809242
1862,466,6165.375583
1863,588,5855.143308
1864,372,4136.692127
1865,592,8217.620984
1866,636,10369.61195
1867,459,5936.824717
1868,523,6971.979496
1870,523,6699.446334
1871,574,8883.638626
1872,580,8944.114285
1873,481,6408.849013
1874,670,10657.06768
1875,507,6011.437543
1876,875,6885.448242
1877,860,15809.27963
1878,537,8104.523648
1879,490,7092.930814
1880,647,9716.160679
1881,604,9815.120848
1882,934,13398.10727
1883,500,6989.258256
1884,505,7157.333463
1885,473,6410.41981
1886,377,4523.108023
1887,562,8623.671834
1888,357,4186.172211
1889,523,5680.724609
1890,405,5013.981875
1891,435,5923.472948
1892,419,5079.955321
1893,462,5306.93539
1894,351,3947.411169
1895,420,5264.523889
1896,592,8330.718319
1897,527,6254.125575
1898,400,3878.27832
1899,1142,20321.39208
1900,276,1106.05249
1901,325,3652.10146
1902,403,5105.088062
1903,2925,89959.50564
1904,430,5845.71853
1905,496,6962.554719
1906,367,4644.05934
1907,529,7531.182989
1908,464,6401.78043
1909,479,6741.857835
1910,1575,37241.22471
1911,589,8410.043534
1912,543,8199.556826
1913,369,4423.362456
1914,531,6721.437482
1915,487,4794.855788
1916,425,5501.714135
1917,477,5290.442029
1918,622,9084.700556
1919,527,6869.877735
1920,424,5733.406593
1921,247,960.494812
1922,501,6931.92419
1923,819,8661.722656
1924,459,6034.214089
1925,421,5288.085834
1926,784,13646.29309
1927,488,6452.045912
1928,403,5075.242932
1929,572,6258.837964
1930,508,6221.138852
1931,496,4054.875
1932,747,8812.167393
1933,536,7400.806894
1934,315,3436.902363
1935,734,12501.18257
1936,328,3876.725335
1937,1304,29393.52627
1938,412,4921.304892
1939,391,5127.864609
1940,617,7076.097168
1941,399,5178.915489
1942,346,3853.948788
1943,432,5089.380099
1944,452,5723.196417
1945,353,2369.425293
1946,894,11233.54993
1947,478,6214.855667
1948,502,7173.041426
1949,462,6015.364533
1950,595,8315.010356
1951,5680,7623.580078
1952,387,4911.094716
1953,456,5804.877826
1955,370,4579.656691
1956,455,5158.495137
1957,445,5833.937558
1958,403,4680.187656
1959,354,4355.032816
1960,755,13303.85949
1961,428,6350.729549
1962,553,8275.740448
1963,552,8427.322293
1964,543,7857.908625
1965,544,7809.213939
1966,418,5885.773837
1967,389,4776.79163
1968,363,4429.645642
1969,446,5421.603522
1970,341,3537.433328
1971,489,6653.89324
1972,7612,102991.5078
1973,412,5090.950895
1974,428,5815.088002
1975,793,9861.45934
1976,2370,60141.86436
1977,790,9722.443865
1978,710,12352.74231
1979,378,5248.030528
1980,396,4735.165527
1981,382,4729.66774
1982,583,8920.55234
1983,793,9822.97483
1984,356,3626.18332
1985,794,12117.12286
1986,427,5266.880084
1987,651,9237.0678
1988,413,4960.5748
1989,506,7124.34674
1990,377,4542.742977
1991,546,7643.494926
1992,822,10438.72699
1993,475,6521.160951
1994,482,4660.552702
1995,860,16234.96544
1996,489,6744.214029
1997,654,9829.258015
1998,469,6270.618937
1999,620,10258.08541
2000,520,5377.335938
2001,478,5468.727412
2002,1028,13630.58513
2003,645,9877.167303
2004,555,7934.877645
2005,403,4872.610206
2006,473,6729.291464
2007,553,7876.758181
2008,1359,33757.19846
2009,475,6440.26494
2010,896,16813.80388
2011,440,5080.740719
2012,457,6122.178684
2013,511,7290.851151
2014,356,3869.656751
2015,528,7202.101158
2016,376,4424.147854
2017,14593,316671.125
2018,646,10428.51681
2019,431,5654.866776
2020,461,5962.742857
2021,605,7933.306848
2022,456,6149.667619
2023,333,2745.740479
2024,473,5678.428721
2025,503,6829.822429
2026,522,7330.906457
2027,534,6390.784856
2028,455,5763.251723
2029,403,4439.07042
2031,615,9182.875326
2032,681,8987.311184
2033,336,3283.749721
2034,487,6917.787023
2035,475,6312.245039
2036,410,5284.158843
2037,483,6350.729549
2038,588,8672.36652
2039,636,9756.215986
2040,540,6856.525966
2041,839,12697.53211
2042,484,7525.685202
2043,483,5132.576998
2044,589,6885.585699
2045,538,8552.200601
2046,4007,43136.82031
2047,860,18126.98961
2048,772,11730.70697
2049,378,4322.831491
2050,390,3294.65918
2051,460,4370.759766
2052,506,7004.966219
2053,373,4262.355833
2054,417,4195.596989
2055,436,5461.658828
2056,501,6806.260484
2057,432,5700.41987
2058,427,5196.979647
2059,357,3587.69881
2060,707,9767.996958
2061,423,5067.38895
2062,452,5989.446394
2063,2784,89573.08974
2064,515,7667.056871
2065,505,7976.503747
2066,583,9010.873129
2067,577,8106.094444
2068,239,888.0067139
2069,415,4797.99738
2070,527,6668.815805
2071,532,8014.202859
2072,363,4244.291675
2073,389,4939.36905
2074,525,6526.658738
2075,448,5995.729579
2076,626,9260.629745
2077,388,4796.426584
2078,380,4430.43104
2079,1040,17351.80162
2080,504,6516.448562
2081,458,5734.977389
2082,439,5490.71856
2083,619,10060.95047
2084,464,7397.665301
2085,456,5608.528285
2086,416,5050.110191
2087,444,5155.353545
2088,483,6428.483967
2089,435,5407.466355
2090,528,6635.043684
2091,505,6872.23393
2092,311,2118.933838
2093,534,8230.187354
2094,462,5487.576968
2095,409,5106.658858
2096,484,6005.939756
2097,377,4915.021707
2098,392,3552.944092
2099,1062,22851.94496
2100,716,12424.21355
2101,554,8325.220532
2102,409,4974.711967
2103,348,4073.074875
2104,522,7322.267077
2105,480,4889.361328
2106,675,9392.576636
2107,400,4448.495197
2108,400,4490.906698
2109,416,5460.87343
2110,381,4743.019509
2111,377,4500.331476
2112,405,4605.57483
2113,308,3287.676712
2114,576,8257.67629
2115,489,6585.5636
2116,811,10193.68276
2117,382,4833.340298
2119,389,4561.592533
2120,383,4273.351407
2121,989,20476.11552
2122,502,7205.242751
2123,444,5592.034923
2124,710,9850.463765
2125,696,11664.73352
2126,336,3935.630197
2127,477,6656.249435
2128,390,4331.470871
2129,471,5961.17206
2131,528,7302.632123
2132,461,5844.933132
2133,386,4692.754026
2134,510,6843.959596
2135,438,5988.660996
2136,334,3505.232003
2137,358,4006.316031
2138,786,9873.240312
2139,408,4797.99738
2140,405,4928.373475
2141,729,8959.03685
2142,418,5065.032756
2143,640,10141.06109
2144,648,12253.78215
2145,482,7047.37772
2146,1175,25382.49784
2147,747,10009.89959
2148,394,5059.534969
2149,417,5669.003943
2150,434,5361.913262
2151,516,7275.143188
2153,487,6536.868914
2154,478,6434.767153
2155,520,7176.968417
2156,424,5526.061478
2157,544,7963.151979
2158,260,1214.779053
2159,461,5911.691976
2160,499,6641.32687
2161,432,5796.238446
2162,444,5443.594671
2163,528,7550.817943
2164,437,6067.98621
2165,409,4930.72967
2166,422,5376.835827
2167,476,5822.941983
2168,481,6181.083546
2169,410,5262.953093
2170,705,11882.28881
2171,364,3353.43042
2172,684,11742.48794
2173,427,5101.946469
2174,457,6007.510552
2176,777,13081.59181
2177,477,6750.497214
2178,367,3041.431396
2179,551,8079.390907
2180,365,4325.973084
2181,504,7373.317958
2182,448,5916.404365
2183,509,6770.132168
2184,5412,84571.41406
2185,536,7345.043624
2186,509,6602.84236
2187,302,2582.389161
2188,377,4434.358031
2189,499,6666.459611
2190,591,4739.414551
2191,270,2035.599365
2192,438,6552.576877
2193,589,8398.262561
2194,516,7931.736052
2195,398,4688.827035
2196,582,8516.857684
2197,423,5508.782718
2198,486,6811.758271
2199,700,11022.27783
2200,460,6091.548155
2201,475,6219.568056
2202,910,20092.84121
2203,389,4233.296101
2204,410,2604.279053
2205,2717,52429.38672
2206,501,6375.076892
2207,1394,28214.64362
2208,416,5132.576998
2209,409,5219.756194
2210,485,6690.021556
2211,739,9683.173957
2212,350,3840.597019
2213,523,7001.039229
2214,360,4397.444317
2215,411,5500.928736
2216,569,6134.745054
2217,467,5283.373445
2218,678,7490.342284
2219,627,9160.09878
2220,346,2803.26416
2221,426,5833.15216
2222,570,8782.322263
2223,438,3065.790283
2224,461,6007.510552
2225,637,8804.313412
2226,544,4398.698242
2227,795,13859.92139
2228,1735,48404.08881
2229,424,5998.085774
2230,520,7681.979436
2231,469,5647.798193
2232,396,4493.262893
2233,445,5983.948607
2234,426,5135.71859
2235,413,5211.116814
2236,488,6166.160981
2237,545,7477.775914
2238,889,12838.90378
2239,511,7295.56354
2240,556,7548.461748
2241,751,12270.27551
2242,472,5953.318079
2243,386,4327.54388
2244,485,6855.740568
2245,376,4589.866867
2246,652,10814.14731
2247,521,7173.041426
2248,479,6185.010537
2249,454,5868.495077
2250,489,4894.911621
2251,551,8378.627607
2252,538,7839.059069
2253,610,8936.260303
2254,413,5009.269486
2256,363,4012.599217
2257,451,4149.753418
2258,438,5338.351317
2259,557,8551.415203
2260,409,4509.756254
2261,2055,20851.33203
2262,662,11136.94596
2263,941,12144.6118
2264,613,9076.846574
2265,529,7158.904259
2266,633,10770.16501
2267,453,6093.118952
2268,330,3636.393497
2269,1136,25443.7589
2270,565,8657.443955
2271,422,4762.654463
2272,623,9010.873129
2273,369,2655.827148
2274,2068,30945.47304
2275,606,9906.227035
2276,424,5430.242902
2277,539,8261.603281
2278,363,4368.384585
2279,314,3429.83378
2280,5397,288062.0552
2281,682,12216.08303
2282,861,12148.53879
2283,486,6449.689718
2284,518,7393.73831
2285,818,11965.54102
2286,431,5418.461929
2287,901,17821.46973
2288,579,7864.19181
2289,506,7048.948516
2290,554,8279.667439
2291,357,4104.490802
2292,3600,35836.90234
2293,388,4321.260695
2294,402,3190.349121
2295,615,9022.654101
2296,1356,18484.32422
2297,421,5002.986301
2298,641,10488.20707
2299,653,10682.20042
2300,866,16045.68448
2301,476,7005.751618
2302,432,4866.32702
2303,442,5667.433147
2304,508,7569.667499
2305,431,5483.649977
2306,311,3062.267439
2307,1164,24648.15056
2308,451,5647.798193
2309,479,5778.174288
2310,547,7264.933011
2311,542,7278.28478
2312,355,2702.044434
2313,437,4875.751798
2314,427,5658.008369
2315,516,6617.764925
2316,589,9099.623121
2317,705,11864.22466
2318,251,1236.218994
2319,373,4048.727532
2320,432,5632.09023
2322,560,8190.132048
2323,451,6150.453018
2324,1081,22264.46714
2325,482,6259.623362
2326,398,4435.928827
2327,517,6758.351196
2328,488,6408.063615
2329,558,8421.039108
2330,447,4816.846936
2331,584,6577.658691
2332,630,9438.12973
2333,384,4745.375703
2334,423,5098.804877
2335,442,4022.809393
2336,534,7640.353334
2337,808,13466.43691
2338,909,18265.21969
2339,411,4958.218606
2340,1097,18961.86786
2341,540,8018.915248
2342,599,9651.75803
2343,457,6920.928616
2344,462,6968.052506
2345,1732,42515.95878
2346,439,5350.917687
2347,469,6493.672015
2348,830,13030.54093
2349,548,8345.640884
2350,804,14818.89255
2351,349,3842.167815
2352,432,5584.180942
2353,565,8694.357669
2354,373,3981.968688
2355,434,5837.07915
2356,566,9079.202769
2357,645,10324.84426
2358,390,4947.223031
2359,579,8030.696221
2360,391,4736.736323
2361,520,7072.510461
2362,332,3749.490832
2363,555,8188.561252
2364,418,5149.070359
2365,606,9111.404094
2366,428,3956.341553
2367,1249,19716.85547
2368,561,8214.479391
2369,474,6936.636579
2370,346,4129.623543
2371,4760,150209.0625
2372,390,5188.340267
2373,433,5799.380039
2374,413,4907.167725
2375,655,9941.569952
2376,598,9517.454944
2377,568,8844.368718
2378,439,5324.21415
2379,572,7356.039198
2380,517,7163.616648
2382,365,2524.313721
2383,554,4993.316406
2384,345,3473.816077
2385,534,7820.994911
2386,463,5934.468523
2387,365,4325.187686
2388,383,3572.459229
2389,366,4337.754056
2390,442,5689.424296
2391,566,8107.665241
2392,449,6165.375583
2393,1345,17294.44336
2394,296,2070.139893
2395,744,10316.20488
2396,466,6107.256119
2397,450,6428.483967
2398,463,5916.404365
2399,616,9610.131927
2400,541,7378.030347
2401,348,3341.869185
2402,401,4992.776125
2403,568,7981.216136
2404,2715,88045.49031
2405,514,7011.249405
2406,424,5480.508384
2407,1389,34321.11434
2408,389,5046.1832
2409,487,5862.211892
2410,323,3345.796176
2411,397,4755.585879
2412,469,5024.977449
2413,576,8782.322263
2414,445,4409.819336
2415,544,8136.724973
2416,501,6993.185247
2417,563,7085.86223
2418,566,8496.437332
2419,548,7437.720607
2420,388,4337.754056
2421,439,5818.229594
2422,420,5677.643323
2423,636,8300.873189
2424,635,10001.26021
2425,4864,201574.7948
2426,837,12106.12729
2427,641,6800.09082
2428,590,9042.289055
2429,425,5352.488484
2430,419,5381.548216
2431,340,4174.391238
2432,453,5317.145566
2433,595,6410.41981
2434,484,7335.618846
2435,486,7110.209573
2436,639,7002.57373
2437,4590,248933.5187
2438,519,5609.313683
2439,264,1869.817993
2440,396,3471.459882
2441,492,6730.86226
2442,477,6296.537076
2443,375,4904.81153
2444,458,6560.430859
2445,934,15261.07171
2446,356,4185.386813
2447,417,6154.380008
2448,839,12590.71796
2449,405,5181.271684
2450,520,5406.508789
2452,354,3558.639078
2453,383,4111.559385
2454,905,16992.87466
2455,395,5529.20307
2456,636,9271.625319
2457,2061,56898.16995
2458,352,4048.727532
2459,404,3374.143799
2460,391,4702.178804
2461,438,5384.689808
2462,393,4808.207556
2463,383,3295.530694
2464,507,6347.587957
2465,525,6547.864488
2466,390,4706.105795
2467,493,6612.267138
2468,283,1375.028931
2469,468,6335.806984
2470,268,1482.695435
2471,300,3198.92672
2472,587,9206.437271
2473,502,7132.98612
2474,421,5616.382266
2475,791,9031.293481
2476,453,6411.990606
2477,375,4547.455366
2478,553,6371.149901
2480,628,9991.835435
2481,460,6813.329067
2482,479,5798.59464
2483,408,5342.278307
2484,376,4398.229715
2485,465,3412.55502
2486,567,8155.574529
2487,658,10642.14511
2488,401,4936.227457
2489,435,5045.397802
2490,468,6326.382206
2491,966,17168.01845
2492,357,4451.63679
2493,627,10806.29333
2494,399,4607.931025
2495,327,3521.725365
2496,545,7725.961733
2497,620,10280.07656
2498,1240,13621.82715
2499,456,6125.320276
2500,453,6429.269366
2501,482,6679.81138
2502,426,3626.379883
2503,532,5616.382266
2504,481,4942.311523
2505,439,2958.594882
2506,720,7568.07959
2507,536,5441.07373
2508,358,3764.413397
2509,411,5067.38895
2510,729,8508.40332
2511,1097,36204.49914
2512,799,15026.23766
2513,657,6448.060547
2514,472,6143.384434
2515,372,4319.689899
2516,490,7140.054703
2517,632,8705.353243
2518,1660,39185.08517
2519,429,5511.924311
2520,2342,23442.875
2521,1335,33618.96838
2522,557,7967.07897
2523,1866,55639.17669
2524,442,6005.154357
2525,506,7086.647628
2526,519,6891.083486
2527,463,6093.118952
2528,391,4772.864639
2529,609,8358.992653
2530,611,9251.990365
2531,3754,140309.8111
2532,544,7817.06792
2533,341,3872.012946
2534,582,8749.33554
2535,600,6406.720215
2536,468,5925.043745
2537,526,7548.461748
2538,468,6045.995062
2539,666,8220.762576
2540,397,4636.990757
2541,498,7136.127713
2542,394,5091.736293
2543,532,6355.441938
2544,425,5394.899984
2545,429,5626.592443
2546,403,4651.127924
2547,443,6346.802558
2548,495,6918.572421
2549,436,5990.231792
2550,355,4097.422218
2551,437,5619.523859
2552,529,7370.961763
2553,490,8629.169621
2554,5459,63062.62109
2555,624,7480.993652
2556,438,5874.778262
2557,690,8823.162968
2558,427,4849.833659
2559,402,3258.616455
2560,532,8147.720547
2561,1020,17859.95424
2562,396,4681.758452
2563,508,7272.001595
2564,520,7307.344512
2565,466,6597.344573
2566,454,5744.402167
2567,436,5381.548216
2568,418,5496.216347
2569,622,10422.23363
2570,649,8705.353243
2571,465,5274.734065
2572,464,5961.17206
2573,451,6020.862321
2574,435,5387.046003
2575,405,3543.006592
2576,680,10856.55881
2577,486,6704.944121
2578,997,18232.23297
2579,525,6627.975101
2580,312,3818.60587
2581,354,4552.953153
2582,580,8805.09881
2583,689,9735.795633
2584,678,11897.21138
2585,601,8512.930693
2586,459,5616.382266
2587,3820,39879.63672
2588,628,8659.014751
2589,586,9171.094354
2590,568,5477.366792
2591,1248,13821.64258
2592,476,6304.391058
2593,389,5002.200903
2594,542,7829.634291
2595,3939,37352.62891
2596,453,5055.607978
2597,457,5406.680957
2598,402,5379.192021
2599,553,8666.083335
2600,832,12734.44582
2601,385,4450.065994
2602,367,5157.709739
2603,573,7605.795814
2604,506,6829.822429
2605,380,4569.446515
2606,740,10026.39295
2607,338,3449.468734
2608,691,12416.35957
2609,441,5469.51281
2610,2825,19756.57617
2611,474,7043.450729
2612,477,6562.001655
2613,559,8241.182929
2614,501,6533.727321
2615,526,7602.654222
2616,413,5387.831401
2617,527,7078.008249
2618,709,7354.468402
2619,570,5921.853027
2620,437,5494.645551
2621,356,4154.756284
2622,403,4660.552702
2623,409,4575.7297
2624,433,5341.492909
2625,442,4897.742947
2626,551,7912.101098
2627,547,8190.132048
2628,419,3502.526855
2629,738,8551.415203
2630,503,7015.176395
2631,491,6796.835706
2632,492,5598.318109
2633,5825,90769.67188
2634,470,5627.377841
2635,1059,20764.35664
2636,1357,29607.15457
2637,407,3839.811621
2638,558,8159.50152
2639,376,4677.831461
2640,449,5935.253921
2641,439,5451.448652
2642,592,8165.784705
2643,394,4671.548276
