roi_number,Area,Biovolume
390,457,6118.251693
391,495,6404.922023
392,512,5152.211952
393,513,7245.298057
394,423,5058.74957
395,726,11874.43483
396,464,6576.138822
397,1001,19676.58019
398,1162,18210.24182
399,571,8668.439529
400,322,2902.831612
401,424,6116.680897
402,484,6067.98621
403,541,8296.946198
404,445,6024.789311
405,564,8373.915218
406,625,8498.793526
407,562,7271.216197
408,955,13466.43691
409,435,6107.256119
410,464,6387.643263
411,402,5144.35797
412,14248,201411.0469
413,461,5899.125605
414,467,6241.559205
415,4610,217097.4041
416,377,4311.050519
417,787,9718.516874
418,549,7780.939605
419,638,10481.92389
420,472,6693.948547
421,466,6117.466295
422,443,6119.037091
423,1823,38959.76563
424,1032,13978.51651
425,351,4117.057173
426,670,9237.853198
427,1987,56054.65232
428,1466,32754.24501
429,437,5508.782718
430,661,10147.34427
431,548,7728.317928
432,374,4593.793858
433,580,6121.77002
434,448,5716.127833
435,447,5394.899984
436,588,8750.120938
437,445,6697.090139
438,1378,30359.56601
439,550,7306.559114
440,453,5756.968538
441,417,2536.836068
442,584,8126.514797
443,430,5721.62562
444,825,14717.57618
445,430,4644.05934
446,349,3319.472412
447,377,4257.643444
448,460,5133.362396
449,579,8267.886466
450,499,6971.194098
451,345,4032.234171
452,319,3656.813849
453,5422,256756.8698
454,484,4631.49297
455,485,6734.789251
456,730,8101.382055
457,573,8793.317837
458,514,7187.178593
459,1603,37750.94812
460,351,3931.703206
461,399,4588.296071
462,594,8849.866505
463,625,9483.682823
464,468,5285.72964
465,334,3671.736414
466,625,10628.00795
467,886,12194.09188
468,533,8427.322293
469,468,5514.280505
470,396,4220.72973
471,769,9387.078849
472,415,5726.338009
473,481,6773.273761
474,881,14783.54963
475,510,7086.647628
476,368,3454.746094
477,562,8812.167393
478,541,7680.40864
479,387,4338.539455
480,401,4680.973054
481,540,7977.289146
482,470,6861.238355
483,6102,310417.6285
484,402,3699.2229
485,463,6302.034863
486,413,5360.342465
487,418,5142.001776
488,508,6357.798133
489,385,4320.475297
490,647,9478.185036
491,734,12478.40602
492,1198,24585.31871
493,539,8044.04799
494,1039,23220.2967
495,512,6865.950744
496,430,5855.143308
497,467,4403.727502
498,427,5584.96634
499,431,6171.658768
500,299,2338.200439
501,583,9414.567785
502,697,8604.03688
503,492,6914.645431
504,347,2914.830566
505,1416,20426.59766
506,1055,19548.56029
507,4546,187839.7517
508,365,4623.638988
509,483,7113.351166
510,440,4208.163359
511,315,1905.43457
512,567,6538.197754
513,1232,23331.03784
514,1015,19956.96733
515,402,4803.495167
516,507,6504.667589
517,420,5473.439801
518,509,6704.158723
519,486,6858.096763
520,591,9127.897455
521,523,7251.581243
522,567,4735.45752
523,405,5059.534969
524,548,8655.087761
525,554,7976.503747
526,395,4439.855818
527,726,12568.72681
528,1694,42716.23531
529,730,8128.870991
530,493,6290.253891
531,282,1193.57312
532,323,3539.004124
533,669,9665.109799
534,486,4979.424356
535,582,8395.906367
536,733,8760.331115
537,228,1960.353816
538,552,7627.001565
539,549,8546.702814
540,539,7539.03697
541,519,6961.76932
542,337,3747.920036
543,303,2948.384705
544,4637,62994.34766
545,450,5724.767213
546,2288,58633.89989
547,708,12543.59407
548,6819,101239.8203
549,443,5819.014993
550,638,10105.71817
551,1015,17362.0118
552,324,3311.238657
553,486,6603.627758
554,751,9057.21162
555,440,5793.882251
556,968,21884.33442
557,879,17555.21975
558,546,8181.492668
559,365,3816.249676
560,1291,27186.55743
561,435,5614.81147
562,424,5245.674333
563,371,3527.223152
564,407,4877.322595
565,412,5361.127863
566,622,9504.888573
567,2763,85118.31136
568,543,4488.646973
569,461,5370.552641
570,513,7028.528164
571,773,13540.26434
572,641,9673.749179
573,446,5861.426493
574,536,7048.948516
575,535,6691.592352
576,382,4138.262923
577,411,5210.331416
578,415,4732.023934
579,385,4962.145596
580,452,5567.68758
581,403,4914.236308
582,686,7599.512629
583,505,7353.683004
584,408,3533.611084
585,580,8271.028059
586,557,8686.503687
587,717,9621.127502
588,412,4888.318169
589,391,4000.032846
590,826,15905.88361
591,416,4911.880114
592,607,8305.585578
593,486,6712.798103
594,519,7821.780309
595,420,5226.039379
596,434,5344.634502
597,432,5273.948667
599,517,7380.386541
600,451,3953.91333
601,413,5415.320337
602,565,8256.105494
603,444,5725.552611
604,1057,21396.60217
605,513,6571.426433
606,437,6038.14108
607,434,5417.676531
608,476,6726.935269
609,468,5684.711907
610,408,4726.526147
611,410,4956.647809
612,451,6011.437543
613,447,5887.344633
614,642,7715.862793
615,421,5782.886677
616,4523,248961.0076
617,277,2578.46217
618,486,7017.53259
619,494,3157.300617
620,353,2751.249766
621,393,4781.504019
622,350,3365.43113
623,411,5574.756164
624,462,5849.645521
625,1210,28413.34936
626,440,5630.519433
627,646,11718.1406
628,400,4337.754056
629,537,7107.853379
630,597,8767.399698
631,6047,325080.2268
632,445,5558.262802
633,605,10210.17612
634,671,10897.39952
635,802,8241.02832
636,455,6699.446334
637,5209,58386.43359
638,680,11134.58976
639,500,6846.31579
640,451,5404.324762
641,332,3705.508535
642,454,5782.101279
643,887,12072.35517
644,812,10155.19825
645,756,10485.06548
646,524,7898.749329
647,741,12825.55201
648,470,6394.711846
649,796,14876.22661
650,331,4270.209814
651,476,5811.161011
652,572,8036.979406
653,1827,44931.05813
654,803,12017.3773
655,477,6915.430829
656,304,2224.348633
657,428,5185.198675
658,799,15099.27969
659,860,12531.0277
660,1230,28847.67454
661,451,5792.311455
662,2130,69590.98967
663,357,4454.778383
664,628,9127.897455
665,338,3827.24525
666,333,3460.464308
667,573,7737.742706
668,456,6569.855637
669,341,2955.904053
670,1606,43529.90781
671,385,4127.267349
672,588,8444.601053
673,407,4183.578125
674,345,3885.364714
675,485,5799.380039
676,457,6027.930904
677,469,6188.152129
678,464,5781.315881
679,654,9344.667348
680,477,6606.76935
681,541,4997.541016
682,357,4124.125756
683,495,6827.466234
684,12834,426954.5938
685,410,5204.048231
686,451,4276.609863
687,614,7791.149781
688,422,5262.953093
689,352,4019.6678
690,396,5287.300436
691,503,5350.132289
692,1149,20608.84781
693,441,6119.822489
694,382,2650.424805
695,402,3267.25636
696,562,6094.499512
697,695,8168.140899
698,387,4926.802679
699,493,7107.853379
700,600,7517.045822
701,470,6213.284871
702,817,10295.78452
703,315,3492.665633
704,674,4165.751859
705,571,9257.488152
706,603,9923.505795
707,540,4065.766113
708,2473,84009.32915
709,476,4288.320801
710,449,6518.804756
711,497,7431.437422
712,631,8983.384193
713,331,3354.435556
714,418,4121.166992
715,476,5004.557097
716,360,3828.816047
717,572,6299.483398
718,431,6038.926478
719,388,4628.351377
720,455,5191.48186
721,720,8870.286857
722,632,10470.14292
723,464,5317.930964
724,385,4578.085894
725,489,4709.740723
726,559,8468.948396
727,435,4541.172181
728,375,4680.973054
729,430,4981.78055
730,597,6999.608887
731,1583,37738.38175
732,3776,167870.218
733,721,13153.06304
734,712,12682.60954
735,453,6013.793737
736,413,5172.632304
737,370,3673.30721
738,780,13847.35502
739,872,14979.11377
740,737,8236.47054
741,579,8970.817822
742,601,8793.317837
743,1700,40090.64925
744,414,5053.251783
745,578,7965.508173
746,377,4377.809363
747,512,6532.156525
748,359,4367.599187
749,389,4674.689869
750,596,9559.081047
751,450,6062.488423
752,647,10167.76462
753,740,10075.87304
754,409,5098.019479
755,920,10696.33759
756,446,5575.541562
757,364,4486.194309
758,321,2210.681396
759,340,4528.60581
760,348,3974.900105
761,588,6553.88916
762,527,7038.73834
763,346,2763.932861
764,406,5396.470781
765,367,4417.079271
766,549,8113.163028
767,512,8153.218334
768,655,9973.771277
769,468,5724.767213
770,624,8794.888634
771,543,7206.028149
772,499,7148.694083
773,434,6234.490621
774,413,5083.882312
775,462,5516.6367
776,343,3502.875809
777,472,6071.127803
778,376,4285.132379
779,447,5599.888905
780,3536,33277.58984
781,397,4998.273912
782,784,11776.26006
783,430,5818.229594
784,544,8133.58338
785,486,6832.964022
786,478,6404.922023
787,436,5537.84245
788,883,11081.96809
789,488,7001.824627
790,421,6195.220713
791,524,8033.837813
792,610,9720.08767
793,667,10707.33316
794,708,12586.00557
795,550,8245.109919
796,5983,270989.8553
797,374,4593.00846
798,448,6177.941953
799,386,4343.251844
800,678,7337.189642
801,476,7039.523739
802,478,6546.293692
803,391,5021.835857
804,420,5122.366822
805,386,4287.488574
806,570,8249.822308
807,461,6375.076892
808,405,4772.864639
809,402,4653.484118
810,417,4678.616859
811,516,6071.913201
812,803,8143.691406
813,458,4860.418945
814,436,5716.127833
815,450,4384.115723
816,441,6081.337979
817,399,4726.526147
818,1098,15380.12305
819,451,5835.508354
820,747,14133.23995
821,472,5513.495107
822,656,10245.51904
823,488,6420.629986
824,5174,225817.6799
825,436,5551.194219
826,393,4582.798283
827,920,12695.96131
828,504,6765.41978
829,396,4621.282793
830,559,8629.169621
831,509,7282.997169
832,436,5794.66765
833,507,7670.198464
834,527,7427.510431
835,515,6705.729519
836,896,10679.84423
837,564,8544.34662
838,399,4730.453138
839,393,4730.453138
840,695,12165.81755
841,1171,23334.17943
842,585,8429.678488
843,411,5200.906638
844,557,8144.578954
845,477,6320.099021
846,629,8637.809001
847,546,8267.886466
848,494,7449.50158
849,341,3507.588198
850,627,9390.220442
851,564,7253.937437
852,459,5984.734005
853,359,3414.911214
854,404,4669.97748
855,456,6276.902122
856,548,7967.864368
857,542,7610.508203
858,354,2719.212402
859,415,5627.377841
860,399,4695.895619
861,491,6978.262682
862,320,1492.856445
863,1264,30631.31377
864,554,7465.994941
865,474,6421.415384
866,392,5265.309287
867,452,5625.021646
868,473,4906.408203
869,392,4792.499593
870,487,6944.490561
871,465,5843.362336
872,471,6434.767153
873,653,7311.271503
874,466,6645.253861
875,465,6525.087942
876,499,6755.209603
877,516,5802.865723
878,604,9634.47927
879,555,7820.209513
880,429,5416.105735
881,477,6422.200782
882,621,10430.87301
884,376,4056.581514
885,417,3336.536621
886,535,8099.811259
887,441,6002.798163
888,849,15444.06949
889,503,6511.736173
890,949,20522.45401
891,1424,26686.2588
892,350,4169.678849
893,514,7310.486105
894,546,7971.791358
895,421,5697.278277
896,498,6931.138792
897,389,2949.876465
898,530,7266.503808
899,772,9375.521484
900,428,3964.418945
901,455,6054.634442
902,429,5604.601294
903,537,8175.209483
904,503,7119.634351
905,481,6034.999488
906,568,8692.001474
907,686,9943.926147
908,328,3715.718711
909,450,4477.305176
910,365,4105.2762
911,499,6351.514947
912,1093,20681.10444
913,416,5320.287159
914,757,12064.50119
915,548,7122.775944
916,372,4282.776185
917,459,6840.818003
918,386,4699.037212
919,342,4018.097004
920,317,3643.46208
921,396,4870.254011
922,428,5937.610115
923,852,15262.64251
924,484,5722.411019
925,499,7027.742766
926,402,3606.634277
927,467,7384.313532
928,298,1579.644897
929,566,8574.19175
930,467,5499.35794
931,418,4871.039409
932,654,8073.89312
933,464,6959.413126
934,450,6141.813638
935,437,4802.709769
936,561,8812.952791
937,385,4888.318169
938,5595,61936.63672
939,678,9531.592111
940,1409,32512.34237
941,450,5522.134487
942,317,3612.831552
943,413,5218.970796
944,430,5187.554869
945,499,7068.583471
946,510,6272.189733
947,431,4976.282763
948,513,6286.3269
949,331,3742.422249
950,411,5017.908866
951,1087,20459.62216
952,347,3836.670028
953,433,5187.554869
954,394,4813.705343
955,362,4635.41996
956,620,9253.561161
957,399,5004.557097
958,613,8874.999246
959,1560,28884.66016
960,740,10454.43495
961,1100,15681.25973
962,491,6853.384374
963,481,6826.680836
964,1137,20993.69291
965,415,5193.838055
966,619,7950.585608
967,368,4629.922173
968,384,4292.986361
969,565,8328.362125
970,458,5768.74951
971,766,13742.89706
972,353,4197.953183
973,1055,18548.74842
974,347,3694.512961
975,460,6509.379978
976,437,5786.813668
977,1145,17630.61797
978,615,8121.802408
979,478,6582.422007
980,425,4825.486316
981,421,5427.886707
983,475,6280.043715
984,813,15191.17128
985,644,9570.076621
986,412,5127.079211
987,594,6574.565918
988,354,3895.57489
989,604,8954.324461
990,693,10401.02788
991,437,5274.734065
992,527,6949.988348
993,648,10942.95261
994,424,5268.45088
995,436,5223.683185
996,560,8311.868763
997,472,6556.503868
998,394,4433.572632
999,516,7070.939665
1000,517,7754.236067
1001,495,6382.930874
1002,699,9238.638596
1003,354,3958.406744
1004,702,7357.609995
1005,392,4511.327051
1006,407,5191.48186
1007,628,6852.598976
1008,393,4366.02839
1009,513,7063.871082
1010,420,5195.408851
1011,637,6814.114466
1012,405,4508.970856
1013,533,6805.475086
1014,522,6836.105614
1015,429,5174.2031
1016,4500,204868.7547
1017,483,6448.90432
1018,856,5573.185367
1019,548,7990.640914
1020,415,5150.641156
1021,708,11837.52112
1022,900,16559.33488
1023,479,6006.725154
1024,417,5476.581393
1025,466,5716.913231
1026,577,8333.859912
1027,467,5540.198645
1028,1005,14427.76426
1029,458,6189.722926
1030,537,5072.101339
1031,425,4940.154448
1032,461,6653.89324
1033,440,6167.731777
1034,582,9272.410717
1035,1938,53367.0198
1036,332,3662.311636
1037,2181,25604.5957
1038,297,3239.767424
1039,526,7339.545837
1040,288,1946.45166
1041,415,4048.148193
1042,404,5393.329188
1043,734,11491.94593
1044,534,7864.977208
1045,349,3528.00855
1046,483,6737.145446
1047,418,5023.406653
1048,615,8722.632003
1049,4153,70267.92969
1050,608,9873.240312
1051,419,5120.010627
1052,538,6863.59455
1053,553,8571.835555
1054,217,841.5863037
1055,539,7101.570193
1056,540,7960.795784
1057,396,4979.424356
1058,389,4542.742977
1059,429,3143.264893
1060,548,7713.395363
1061,403,4902.455336
1062,507,5998.871172
1063,535,7716.536955
1064,779,11207.63179
1065,372,4552.167755
1066,538,7527.255998
1067,347,3609.689959
1068,394,4663.694294
1069,540,7415.729459
1070,512,6746.570224
1071,486,4850.101074
1072,386,4455.563781
1073,696,7945.873219
1074,2841,101846.5068
1075,613,7804.50155
1076,391,4843.550474
1077,474,5055.607978
1078,535,7894.822338
1079,457,5802.521631
1080,335,3526.437754
1081,416,5215.043805
1082,916,13834.78865
1083,522,7329.335661
1084,423,5365.840252
1085,798,11885.43041
1086,545,7696.116603
1087,510,6700.231732
1088,442,5613.240674
1089,473,6452.83131
1090,440,4546.696289
1091,1580,39295.82631
1092,556,8046.404184
1093,423,5390.187595
1094,587,9306.182838
1095,1041,21672.27692
1096,477,6606.76935
1097,561,8907.200571
1098,1888,46359.69739
1099,491,6635.043684
1100,502,7325.40867
1101,736,11609.75565
1102,533,7824.921902
1103,373,4695.110221
1104,388,4810.563751
1105,414,5625.021646
1106,527,7264.933011
1107,490,7169.899834
1108,434,5550.408821
1110,575,9399.64522
1111,872,14287.96339
1112,437,5511.924311
1113,1007,18954.79928
1114,404,5081.526117
1115,422,5821.371187
1116,377,4399.015113
1117,467,6027.145506
1118,490,5878.705253
1119,391,4630.707571
1120,649,10185.82878
1121,482,6803.118891
1122,570,8833.373144
1123,412,5072.886737
1124,435,3140.021857
1125,466,5958.030468
1126,487,4568.661116
1127,573,8013.417461
1128,1698,47679.16631
1129,477,6122.178684
1130,431,6003.583561
1131,528,7350.541411
1132,396,4770.508444
1133,421,3793.865723
1134,510,7250.010446
1135,519,6860.452957
1136,429,5179.700888
1137,521,5263.738491
1138,439,5281.017251
1139,968,13223.74888
1140,361,3559.424477
1141,458,6328.738401
1142,434,5027.333644
1143,474,6876.946319
1144,406,5789.955261
1145,446,5859.070299
1146,430,4866.32702
1147,513,7495.054673
1148,569,8663.72714
1149,280,2115.388184
1150,487,6157.521601
1151,583,8545.917416
1152,452,6064.05922
1153,552,8099.811259
1154,543,7742.455095
1155,428,5310.862381
1156,559,8571.050157
1157,321,1916.121094
1158,1772,42571.72205
1160,497,5449.092458
1161,397,4642.488544
1162,466,5474.225199
1163,347,4160.254072
1164,360,3025.743896
1165,730,11846.1605
1166,775,8499.578924
1167,468,6108.826915
1168,857,13306.21568
1169,718,8404.545747
1170,389,4285.917778
1171,5691,49481.08984
1172,698,10648.4283
1173,441,5752.256149
1174,418,5283.373445
1175,373,4567.09032
1176,467,6209.35788
1177,398,4587.510672
1178,448,5745.972963
1179,404,2411.770264
1180,634,7247.280273
1181,366,4384.092548
1182,344,4812.919945
1183,473,5662.720758
1184,16181,1289947.368
1185,598,9621.127502
1186,354,4142.189914
1187,441,5779.745084
1188,497,7031.669757
1189,585,6226.384766
1190,381,4904.026132
1191,457,6350.729549
1192,520,7096.857804
1193,610,9755.430588
1194,475,6360.939725
1195,939,11633.3176
1196,580,9380.010265
1197,474,6102.54373
1198,425,5021.050459
1199,495,4910.393066
1200,376,4336.968658
1201,437,5468.727412
1202,383,4146.902303
1203,364,3930.13241
1204,471,4105.305176
1205,531,7041.094535
1206,435,5800.165437
1207,795,9859.888543
1208,454,6000.441968
1209,901,10319.93652
1210,351,3651.316062
1211,444,5376.835827
1212,579,8648.019177
1213,500,6317.742826
1214,500,6906.006051
1215,328,3483.240855
1216,467,6079.767183
1217,460,6090.762757
1218,1047,21098.15086
1219,309,2342.057323
1220,511,7007.322414
1221,610,6695.936523
1222,666,10397.10089
1223,476,6376.647689
1224,470,6595.773776
1225,700,9562.222639
1226,483,6413.561402
1227,333,3289.247508
1228,639,5258.107422
1229,408,5079.955321
1230,872,16438.38356
1231,483,7037.952942
1232,511,6854.169772
1233,1108,16487.86364
1234,552,7813.140929
1235,408,5262.167695
1236,448,5424.745115
1237,613,8593.041306
1238,635,9821.404033
1239,508,8007.919674
1240,429,5451.448652
1241,441,3917.700928
1242,313,2372.044189
1243,466,6589.490591
1244,492,7149.479481
1245,502,7237.444076
1246,536,7400.806894
1248,426,5312.433177
1249,414,5458.517236
1250,1471,32047.38666
1251,407,3672.815186
1252,603,9295.972662
1253,1268,37210.59419
1254,340,3763.627999
1255,578,6673.528194
1256,356,3831.957639
1257,792,13913.32846
1258,859,11092.17826
1259,616,9722.443865
1260,426,5391.758392
1261,448,4210.519554
1262,324,3548.428902
1263,428,5317.930964
1264,434,5755.397741
1265,498,6465.397681
1266,443,5890.486225
1267,409,5284.944242
1268,365,3980.397892
1269,685,11256.32648
1270,441,6064.05922
1271,408,5319.501761
1272,433,5475.010597
1273,383,3561.826172
1274,388,4498.76068
1275,343,3936.415595
1276,452,5610.099081
1277,507,7344.258226
1278,538,7997.709498
1279,379,4471.271744
1280,366,4330.685473
1281,375,4468.130152
1282,439,5371.338039
1283,533,4284.13623
1284,534,6913.074634
1285,570,5858.284901
1286,899,16952.03396
1287,362,4468.130152
1288,347,4029.092578
1289,877,11385.13178
1290,568,8716.348817
1291,537,8390.40858
1292,516,7015.961794
1293,1289,25298.46024
1294,426,4987.278338
1295,434,5452.23405
1296,541,7497.410868
1297,531,5614.81147
1298,896,11388.48926
1299,483,7243.727261
1300,543,8778.395272
1301,499,6693.948547
1302,610,6349.158753
1303,418,5094.092488
1304,411,5367.411049
1305,963,18478.84799
1306,563,8128.870991
1307,655,6737.930844
1308,664,11177.78666
1309,707,8929.19172
1310,440,5021.050459
1311,417,3798.185518
1312,582,7867.333403
1313,787,14920.20891
1314,869,10991.6473
1315,1248,16876.75
1316,493,4818.417732
1317,691,11513.15168
1318,431,5769.534908
1319,505,6536.868914
1320,395,5078.384525
1321,372,4186.957609
1322,469,6188.937528
1323,415,3176.150173
1324,541,8240.39753
1325,365,4217.588137
1326,1040,15318.40578
1327,452,5328.926539
1328,528,5032.492188
1329,390,3517.879639
1330,548,8487.797952
1331,915,14393.20674
1332,380,4839.623483
1333,411,5202.477434
1334,466,5632.09023
1335,321,2019.690918
1336,460,5687.853499
1337,241,981.1687622
1338,426,5227.610176
1339,456,6444.977329
1340,455,6126.105675
1341,332,3048.130272
1342,401,4867.112419
1343,513,7228.804696
1344,337,4466.559355
1345,389,5044.612404
1346,1153,23925.58425
1347,564,8062.112147
1348,640,9335.24257
1349,354,3700.796146
1350,477,6134.745054
1351,380,3166.219238
1352,392,4885.961974
1353,392,2443.190186
1354,445,4819.203131
1355,584,8586.75812
1356,837,12984.20244
1357,470,6647.610055
1358,566,7967.864368
1359,388,4844.335872
